"NOMZONA","EDAD","SEXE","NACIONALITAT","NUMERO","CODI_ENS","NOM_ENS"
"OLIVA (L`)","38","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","4","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","27","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","27","D","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","5","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","1","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","2","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","62","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","18","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","18","H","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","18","D","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","0","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","0","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","0","H","ESPANYA","51","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","87","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","0","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","17","H","ESPANYA","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","77","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","0","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","31","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","98","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","65","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","15","H","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","66","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","34","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","31","H","ESPANYA","1","4314820002","AJUNTAMENT DE TARRAGONA"
"OLIVA (L`)","35","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","72","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","0","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","36","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","12","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","76","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","1","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","67","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","0","D","ESPANYA","2","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","28","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","0","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","6","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","17","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","63","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","58","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"FERRAN","68","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","67","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","99","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","20","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","10","H","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","72","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","90","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","28","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","86","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","80","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","52","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","53","H","ESPANYA","385","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","52","D","ESPANYA","477","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","49","D","ESPANYA","448","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","68","D","ESPANYA","411","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","64","D","ESPANYA","25","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","71","D","ESPANYA","351","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","46","D","ESPANYA","141","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","26","H","ESPANYA","265","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","53","D","ESPANYA","105","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","75","D","ESPANYA","393","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","54","H","ESPANYA","122","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","57","D","ESPANYA","29","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","27","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","46","H","ESPANYA","389","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","36","D","ESPANYA","286","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","53","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","24","D","ESPANYA","294","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","53","H","ESPANYA","126","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","48","D","ESPANYA","469","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","57","H","ESPANYA","415","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","37","D","ESPANYA","282","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","63","H","ESPANYA","123","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","31","H","ESTRANGER","200","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","76","D","ESPANYA","390","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","61","H","ESPANYA","367","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","57","H","ESPANYA","107","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","68","H","ESPANYA","73","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","73","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","46","H","ESPANYA","109","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","56","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","62","D","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","48","H","ESPANYA","422","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","24","H","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","84","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","51","D","ESPANYA","51","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","70","D","ESPANYA","408","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","74","H","ESPANYA","244","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","57","H","ESPANYA","52","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","63","D","ESPANYA","19","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","24","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","73","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","65","H","ESPANYA","35","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","74","H","ESPANYA","56","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","77","D","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","54","D","ESPANYA","128","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","28","H","ESPANYA","69","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","66","D","ESPANYA","100","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","23","D","ESPANYA","30","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","23","D","ESPANYA","294","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","68","H","ESPANYA","101","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","73","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","69","H","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","62","D","ESTRANGER","22","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","88","H","ESPANYA","104","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","52","D","ESPANYA","40","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","65","D","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","47","D","ESTRANGER","124","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","84","H","ESPANYA","180","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","46","D","ESTRANGER","63","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","50","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","61","H","ESPANYA","24","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","46","H","ESTRANGER","141","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","66","H","ESPANYA","17","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","25","D","ESTRANGER","143","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","57","D","ESPANYA","41","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","49","H","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","63","H","ESPANYA","21","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","42","H","ESPANYA","94","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","34","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","23","D","ESTRANGER","18","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","51","H","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","37","D","ESPANYA","68","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","79","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","64","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","74","H","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","73","D","ESPANYA","60","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","62","D","ESPANYA","109","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","64","D","ESPANYA","30","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","25","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","23","H","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","66","D","ESPANYA","25","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","63","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","51","D","ESTRANGER","23","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","36","H","ESPANYA","286","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","66","H","ESPANYA","80","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","68","D","ESPANYA","86","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","87","D","ESPANYA","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","55","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","70","D","ESTRANGER","13","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","56","H","ESPANYA","41","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","49","H","ESTRANGER","30","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","67","D","ESTRANGER","19","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","45","D","ESTRANGER","148","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","71","D","ESPANYA","74","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","54","D","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","30","H","ESPANYA","79","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","59","H","ESTRANGER","65","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","46","H","ESPANYA","46","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","72","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","56","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","35","H","ESTRANGER","37","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","62","H","ESPANYA","37","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","65","H","ESTRANGER","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","81","H","ESPANYA","33","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","49","H","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","64","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","49","H","ESTRANGER","25","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","75","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","27","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","53","D","ESTRANGER","19","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","40","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","34","H","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","83","H","ESPANYA","150","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","77","H","ESPANYA","281","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","65","D","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","60","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","53","H","ESTRANGER","45","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","44","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","77","H","ESPANYA","69","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","69","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","60","D","ESPANYA","37","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","69","H","ESPANYA","14","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","48","H","ESTRANGER","24","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","31","H","ESPANYA","87","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","48","D","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","48","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","69","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","30","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","47","H","ESPANYA","11","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","45","H","ESPANYA","48","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","54","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","21","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","21","H","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","60","H","ESTRANGER","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","66","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","36","H","ESTRANGER","78","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","52","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","41","H","ESPANYA","259","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","54","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","43","H","ESTRANGER","84","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","25","D","ESTRANGER","27","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","59","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","29","D","ESTRANGER","1","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","53","D","ESTRANGER","3","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","21","H","ESTRANGER","50","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","35","D","ESTRANGER","29","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","78","H","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","60","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","60","H","ESPANYA","48","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","22","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","53","D","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","68","D","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","57","H","ESTRANGER","70","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","60","H","ESTRANGER","13","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","48","D","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","65","D","ESPANYA","20","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","62","D","ESPANYA","24","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","71","D","ESPANYA","23","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","67","D","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","20","D","ESPANYA","298","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","20","D","ESPANYA","51","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","44","D","ESTRANGER","19","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","43","H","ESPANYA","51","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","63","H","ESTRANGER","6","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","20","H","ESPANYA","13","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","23","H","ESTRANGER","59","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","42","D","ESPANYA","32","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","77","D","ESTRANGER","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","45","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","42","D","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","80","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","62","D","ESPANYA","26","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","36","H","ESTRANGER","201","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","34","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","55","D","ESTRANGER","20","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","73","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","33","H","ESTRANGER","43","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","64","H","ESTRANGER","4","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","36","H","ESTRANGER","41","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","40","H","ESPANYA","94","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","67","D","ESPANYA","44","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","63","H","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","51","H","ESPANYA","21","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","42","H","ESTRANGER","9","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","73","H","ESPANYA","18","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","56","D","ESTRANGER","37","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","32","D","ESTRANGER","12","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","40","D","ESTRANGER","34","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","43","H","ESPANYA","12","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","29","H","ESTRANGER","200","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","27","D","ESTRANGER","14","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","36","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","52","H","ESPANYA","15","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","45","D","ESPANYA","6","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","59","H","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","43","D","ESTRANGER","21","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","76","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","42","H","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","70","H","ESPANYA","8","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","91","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","28","H","ESTRANGER","184","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","68","D","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","38","H","ESTRANGER","38","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","18","D","ESPANYA","120","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","64","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"MONNARS","43","D","ESPANYA","10","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","50","H","ESTRANGER","26","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","29","D","ESTRANGER","17","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","40","H","ESTRANGER","28","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","45","H","ESPANYA","5","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","34","H","ESPANYA","16","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT PERE I SANT PAU","74","D","ESTRANGER","5","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","33","D","ESTRANGER","62","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","22","D","ESTRANGER","24","4314820002","AJUNTAMENT DE TARRAGONA"
"MONTGONS (ELS)","27","H","ESTRANGER","10","4314820002","AJUNTAMENT DE TARRAGONA"
"CAMPSA","34","H","ESTRANGER","11","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","17","H","ESPANYA","143","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","17","D","ESPANYA","50","4314820002","AJUNTAMENT DE TARRAGONA"
"TARRAGONA","16","H","ESPANYA","294","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","17","H","ESPANYA","54","4314820002","AJUNTAMENT DE TARRAGONA"
"TAMARIT","16","D","ESPANYA","9","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","47","D","ESTRANGER","22","4314820002","AJUNTAMENT DE TARRAGONA"
"CALA ROMANA","77","D","ESPANYA","7","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","29","H","ESPANYA","33","4314820002","AJUNTAMENT DE TARRAGONA"
"ARRABASSADA I SAVINOSA","17","H","ESPANYA","27","4314820002","AJUNTAMENT DE TARRAGONA"
"SANT SALVADOR","67","D","ESPANYA","26","4314820002","AJUNTAMENT DE TARRAGONA"
"TORREFORTA","17","H","ESTRANGER","32","4314820002","AJUNTAMENT DE TARRAGONA"
"BONAVISTA","37","D","ESTRANGER","34","4314820002","AJUNTAMENT DE TARRAGONA"
"BOSCOS DE TARRAGONA (ELS)","27","H","ESTRANGER","2","4314820002","AJUNTAMENT DE TARRAGONA"
